pdb_id	n_protein_chains_ge128	min_msa_depth	median_msa_depth	max_msa_depth
9CLL	2	21156	21156	21156
8XG9	3	21158	21158	21158
8ZLT	2	21165	21165	21165
8ZLS	2	21165	21165	21165
8V81	1	21167	21167	21167
9FJ0	1	21172	21172	21172
9H88	6	21177	21177	21177
8XG8	3	21183	21183	21183
8Z4H	4	21194	21194	21194
9QFS	3	21227	21227	21227
9QF1	1	21227	21227	21227
9QFY	3	21227	21227	21227
9OOZ	3	21228	21228	21228
9QPZ	3	21230	21230	21230
9O0N	3	21230	21230	21230
9O0R	2	21230	21230	21230
9O0O	3	21230	21230	21230
9B1V	5	21231	21231	21231
9B1U	3	21231	21231	21231
9GKU	24	21264	21264	21264
8Y0L	4	21268	21268	21268
9IVP	144	21281	21281	21281
9U50	5	21294	21294	21294
8Z4N	4	21325	21325	21325
9BGB	12	21333	24391	24391
8RCW	2	21335	21335	21335
9U5T	3	21341	21341	21341
9USB	3	21341	21341	21341
9IB4	3	21342	21342	21342
9IAW	3	21342	21342	21342
9IAP	3	21342	21342	21342
9IAY	3	21342	21342	21342
9IB5	3	21342	21342	21342
8Y6Y	1	21345	21345	21345
9S96	6	21364	21364	21364
9S90	2	21364	21364	21364
9S9A	6	21364	21364	21364
9E9H	3	21380	21380	21380
9BG4	12	21387	24391	24391
9BAI	10	21387	21387	21387
9BG6	12	21387	24391	24391
9BAK	8	21387	21387	21387
9BG1	12	21387	24391	24391
9BAJ	8	21387	21387	21387
9BG2	12	21387	24391	24391
9BG5	12	21392	24391	24391
9N9N	6	21396	21396	21396
9C3K	4	21412	21412	21412
9BHO	12	21418	24223	24223
9C28	10	21432	21432	21432
9BHQ	4	21435	24223	24223
9KW7	2	21437	21437	21437
9KFL	5	21443	21443	21443
9BGC	12	21451	24391	24391
9O0S	3	21461	21461	21461
9C41	4	21462	21462	21462
9E3S	12	21469	24391	24391
9C3N	6	21471	21471	21471
9C3V	2	21479	21479	21479
9C40	2	21480	21480	21480
8YU7	4	21481	21481	21481
9C3Q	3	21486	21486	21486
8YNR	3	21492	21492	21492
9C3R	4	21492	21492	21492
8XWO	6	21492	21492	21492
8YL3	3	21492	21492	21492
8YIM	3	21492	21492	21492
9BHP	4	21494	24223	24223
9BI2	4	21494	24223	24223
8S41	9	21496	21496	21496
9BFV	12	21500	24391	24391
9BGA	12	21500	24391	24391
9C3L	9	21501	21501	21501
9BGH	4	21512	24223	24223
9E5D	3	21512	21512	21512
9BI1	4	21512	24223	24223
9E5F	3	21512	21512	21512
9L6A	3	21512	21512	21512
8VM2	9	21514	21514	21514
9JYW	6	21529	21529	21529
9C3Z	2	21529	21529	21529
9C43	2	21530	21530	21530
9CT8	12	21549	24391	24391
9CTA	14	21549	24391	24391
9CT7	12	21549	24391	24391
9CTB	14	21549	24391	24391
9CT9	12	21549	24391	24391
9GBJ	1	21551	21551	21551
9P45	3	21551	21551	21551
9P44	2	21551	21551	21551
9GGY	3	21573	21573	21573
9GGW	2	21573	21573	21573
9GGU	3	21573	21573	21573
9GGV	3	21573	21573	21573
9G4B	3	21573	21573	21573
9GGT	3	21573	21573	21573
9GGZ	3	21573	21573	21573
9GH0	1	21573	21573	21573
9GH1	3	21573	21573	21573
9G0Y	3	21573	21573	21573
9GGX	1	21573	21573	21573
9GH2	3	21573	21573	21573
9I7Y	7	21587	21587	21587
8ZRT	1	21598	21598	21598
9H4T	6	21602	21602	21602
8XJT	3	21606	21606	21606
8XBL	2	21606	21606	21606
9YC0	24	21613	21613	21613
9YC7	24	21613	21613	21613
9NZM	6	21629	21629	21629
9NZN	3	21629	21629	21629
8ZR7	1	21633	21633	21633
8ZR0	1	21633	21633	21633
9KWF	2	21639	21639	21639
9UKY	2	21658	48047	48047
9MF1	3	21660	21660	21660
9LS8	3	21669	21669	21669
9GRM	1	21676	21676	21676
9K2C	42	21677	21677	21677
9BG9	12	21677	24391	24391
9QFA	1	21685	21685	21685
8S8C	1	21689	21689	21689
9D0Q	2	21691	21691	21691
9D0R	1	21691	21691	21691
9D0S	1	21691	21691	21691
9DMM	3	21701	21701	21701
9B4R	1	21715	21715	21715
9PC9	1	21718	21718	21718
9FPD	1	21722	21722	21722
10DC	1	21732	21732	21732
9N44	3	21734	21734	21734
9GLW	1	21737	21737	21737
9RI2	2	21737	21737	21737
9GLX	16	21737	21737	21737
9HMR	12	21742	21742	21742
9BFX	14	21745	24391	24391
9BFZ	8	21745	24449	24449
9BFW	6	21745	24449	24449
9BFY	12	21745	24449	24449
8ZF4	1	21750	21750	21750
8ZF7	1	21750	21750	21750
9JVM	1	21750	21750	21750
8ZFB	1	21750	21750	21750
9O0Q	5	21774	21774	21774
9O0P	6	21774	21774	21774
9JWY	1	21789	21789	21789
9BL0	6	21795	21795	21795
8ROM	1	21798	21798	21798
8YP0	1	21805	21805	21805
8YO0	3	21805	21805	21805
9S02	15	21812	21812	21812
9S01	15	21812	21812	21812
9S04	15	21812	21812	21812
8S5D	1	21819	21819	21819
8S5C	1	21819	21819	21819
8S5E	7	21819	21819	21819
9BG7	12	21829	24391	24391
9F32	3	21831	21831	21831
9OMH	4	21832	21832	21832
9OMI	4	21832	21832	21832
9OMK	4	21832	21832	21832
9OMN	6	21832	21832	21832
9OML	2	21832	21832	21832
8YQ7	6	21834	21834	21834
9GOH	6	21841	21841	21841
9GLZ	4	21844	21977	21977
9GLU	4	21844	21844	21844
9QQ0	3	21844	21844	21844
9QQ1	3	21844	21844	21844
9UCE	1	21844	21844	21844
9AX6	12	21845	24391	24391
9BG0	12	21865	24391	24391
8XPK	2	21866	21866	21866
8XPW	2	21867	21867	21867
8XPH	2	21867	21867	21867
9J9N	2	21871	21871	21871
9J9M	2	21879	21879	21879
9J9L	1	21879	21879	21879
9J9O	2	21885	21885	21885
9J9P	1	21898	21898	21898
8YOA	1	21903	21903	21903
9P46	4	21909	21909	21909
9S87	1	21919	21919	21919
9S8V	3	21919	21919	21919
9S8S	1	21919	21919	21919
9S8Z	1	21919	21919	21919
9F69	3	21930	21930	21930
9FW6	2	21938	21938	21938
9BTM	6	21939	27916	27916
8ZQG	2	21941	21941	21941
9GUB	7	21946	21946	21946
9BG3	14	21948	24391	24391
9J0G	4	21962	21962	21962
9BGD	12	21965	24391	24391
9OMJ	4	21972	21972	21972
9B4Q	3	21975	21975	21975
9EZW	12	21982	21982	21982
9BG8	12	21990	24391	24391
8YLW	6	21996	21996	21996
8S8S	3	21999	21999	21999
9DTK	1	22028	22028	22028
9W3I	2	22040	22040	22040
9U9F	2	22040	22040	22040
9EZV	3	22044	22044	22044
8S8R	3	22046	22046	22046
9O98	2	22051	22051	22051
9VGL	8	22059	22059	22059
9VGK	4	22061	22061	22061
8V7Z	1	22079	22079	22079
9FFC	1	22081	22081	22081
8V5U	3	22082	22082	22082
9CBT	6	22082	22082	22082
9EZU	4	22082	22082	22082
9O96	2	22091	22091	22091
9O95	2	22091	22091	22091
9O97	2	22091	22091	22091
9BGZ	1	22095	22095	22095
9BH0	1	22095	22095	22095
9DZO	6	22107	22107	22107
9DZ7	6	22107	22107	22107
8ZNY	3	22111	22111	22111
8ZO0	1	22111	22111	22111
7H7T	12	22121	22121	22121
7H6R	12	22121	22121	22121
7H8H	12	22121	22121	22121
7H8L	12	22121	22121	22121
7H7Y	12	22121	22121	22121
7H8V	12	22121	22121	22121
7H8F	12	22121	22121	22121
7H8P	12	22121	22121	22121
7H75	12	22121	22121	22121
7HIK	12	22121	22121	22121
7H8O	12	22121	22121	22121
7H8T	12	22121	22121	22121
7H8E	12	22121	22121	22121
7H7O	14	22121	22121	22121
7H72	12	22121	22121	22121
7H8Y	12	22121	22121	22121
7H9B	14	22121	22121	22121
7H7G	12	22121	22121	22121
7HIH	12	22121	22121	22121
7H93	12	22121	22121	22121
7H95	12	22121	22121	22121
7H6Z	12	22121	22121	22121
7HIA	12	22121	22121	22121
7H6J	12	22121	22121	22121
7H6O	12	22121	22121	22121
7H89	16	22121	22121	22121
7HII	12	22121	22121	22121
7H6W	12	22121	22121	22121
7H91	12	22121	22121	22121
7HIO	12	22121	22121	22121
7H7M	12	22121	22121	22121
7H7C	12	22121	22121	22121
7HIF	12	22121	22121	22121
7H97	12	22121	22121	22121
7H8J	12	22121	22121	22121
7HIR	12	22121	22121	22121
7H9I	12	22121	22121	22121
7H8C	12	22121	22121	22121
7H9F	12	22121	22121	22121
7H87	16	22121	22121	22121
7H7I	12	22121	22121	22121
7H8U	12	22121	22121	22121
7HIQ	12	22121	22121	22121
7H70	12	22121	22121	22121
7H8G	12	22121	22121	22121
7H7J	12	22121	22121	22121
7H6Y	12	22121	22121	22121
7H9G	12	22121	22121	22121
7HIL	12	22121	22121	22121
7H96	12	22121	22121	22121
7H9A	12	22121	22121	22121
7H7Z	12	22121	22121	22121
7H6N	16	22121	22121	22121
7H74	12	22121	22121	22121
7H7E	12	22121	22121	22121
7H7B	12	22121	22121	22121
7HIE	16	22121	22121	22121
7H79	12	22121	22121	22121
7H7H	12	22121	22121	22121
7H84	12	22121	22121	22121
7H86	12	22121	22121	22121
7HIM	12	22121	22121	22121
7H7F	12	22121	22121	22121
7H8A	12	22121	22121	22121
7H94	12	22121	22121	22121
7HIT	12	22121	22121	22121
7H88	12	22121	22121	22121
7H6M	12	22121	22121	22121
7H7L	12	22121	22121	22121
7H76	12	22121	22121	22121
7H8I	12	22121	22121	22121
7H6X	12	22121	22121	22121
7H6V	12	22121	22121	22121
7H8K	12	22121	22121	22121
7HIS	12	22121	22121	22121
7H6T	12	22121	22121	22121
7H92	12	22121	22121	22121
7H8M	12	22121	22121	22121
7H99	12	22121	22121	22121
7H8Q	12	22121	22121	22121
7H6S	12	22121	22121	22121
7H7N	12	22121	22121	22121
7H9C	12	22121	22121	22121
7H6P	12	22121	22121	22121
7H8W	12	22121	22121	22121
7HIX	12	22121	22121	22121
7H7U	12	22121	22121	22121
7H85	12	22121	22121	22121
7H9J	12	22121	22121	22121
7H8D	12	22121	22121	22121
7HIG	12	22121	22121	22121
7H7S	12	22121	22121	22121
7H7Q	12	22121	22121	22121
7HIU	12	22121	22121	22121
7H8X	12	22121	22121	22121
7HIP	12	22121	22121	22121
7HIC	12	22121	22121	22121
7H8B	12	22121	22121	22121
7HIV	12	22121	22121	22121
7H8R	12	22121	22121	22121
7H81	12	22121	22121	22121
7H6K	12	22121	22121	22121
7H7X	12	22121	22121	22121
7HID	12	22121	22121	22121
7H80	12	22121	22121	22121
7H8N	12	22121	22121	22121
7H7A	12	22121	22121	22121
7H98	12	22121	22121	22121
7HIJ	12	22121	22121	22121
7H7V	12	22121	22121	22121
7H73	12	22121	22121	22121
7H7D	12	22121	22121	22121
7H77	12	22121	22121	22121
7HIB	12	22121	22121	22121
7HIN	12	22121	22121	22121
7H90	12	22121	22121	22121
7H83	12	22121	22121	22121
7H78	12	22121	22121	22121
7H6U	12	22121	22121	22121
7H6Q	12	22121	22121	22121
7H8S	12	22121	22121	22121
7H8Z	12	22121	22121	22121
7H7P	12	22121	22121	22121
7H9D	12	22121	22121	22121
7HIW	12	22121	22121	22121
7H7W	12	22121	22121	22121
7H71	12	22121	22121	22121
7H7K	12	22121	22121	22121
7H9H	16	22121	22121	22121
7H6L	12	22121	22121	22121
7H9E	12	22121	22121	22121
7H7R	12	22121	22121	22121
7H82	12	22121	22121	22121
8RSI	8	22123	22123	22123
8RSK	9	22123	22123	22123
8RSJ	7	22123	22123	22123
9QM7	3	22127	22127	22127
9R6M	2	22131	22131	22131
9H76	2	22140	28853	28853
8YT1	9	22141	22141	22141
9GKZ	6	22144	22144	22144
9QUS	2	22147	22147	22147
8S4D	3	22156	22156	22156
7H0O	4	22161	22161	22161
7H0Y	6	22161	22161	22161
7H02	3	22161	22161	22161
7H0E	6	22161	22161	22161
7IK8	3	22161	22161	22161
7H04	3	22161	22161	22161
7IJU	3	22161	22161	22161
7IK7	3	22161	22161	22161
7IJX	3	22161	22161	22161
7H13	4	22161	22161	22161
7H0F	6	22161	22161	22161
7H12	4	22161	22161	22161
7GZZ	4	22161	22161	22161
7H05	3	22161	22161	22161
7GZX	4	22161	22161	22161
7H0U	3	22161	22161	22161
7H0K	3	22161	22161	22161
7H0H	7	22161	22161	22161
7H0N	7	22161	22161	22161
7H0M	7	22161	22161	22161
7H00	4	22161	22161	22161
7H0Q	7	22161	22161	22161
7H01	4	22161	22161	22161
7H0P	3	22161	22161	22161
7H18	4	22161	22161	22161
7H07	3	22161	22161	22161
7H0G	8	22161	22161	22161
7H16	3	22161	22161	22161
7H19	6	22161	22161	22161
7H0W	4	22161	22161	22161
7IJV	3	22161	22161	22161
7H1F	3	22161	22161	22161
7H0L	6	22161	22161	22161
7H1B	3	22161	22161	22161
7H0A	7	22161	22161	22161
7IJW	3	22161	22161	22161
7H1G	4	22161	22161	22161
7IK0	3	22161	22161	22161
7H0C	6	22161	22161	22161
7IK4	4	22161	22161	22161
7IJY	1	22161	22161	22161
7H0B	6	22161	22161	22161
7IJZ	3	22161	22161	22161
7H0T	3	22161	22161	22161
7H0D	4	22161	22161	22161
7IK3	3	22161	22161	22161
7H11	4	22161	22161	22161
7H0X	7	22161	22161	22161
7H0S	6	22161	22161	22161
7H09	6	22161	22161	22161
9AZX	3	22161	22161	22161
7H1A	6	22161	22161	22161
7IK1	3	22161	22161	22161
7H1E	3	22161	22161	22161
7H0Z	4	22161	22161	22161
7H14	4	22161	22161	22161
7IK5	3	22161	22161	22161
7H10	4	22161	22161	22161
7H1D	3	22161	22161	22161
7GZV	1	22161	22161	22161
7H17	4	22161	22161	22161
7GZY	4	22161	22161	22161
7H03	3	22161	22161	22161
7H0V	3	22161	22161	22161
7H08	1	22161	22161	22161
9CY0	6	22161	22161	22161
7IK6	3	22161	22161	22161
7IK2	3	22161	22161	22161
7H15	4	22161	22161	22161
7H1C	3	22161	22161	22161
7H06	4	22161	22161	22161
7H0I	4	22161	22161	22161
7H0R	3	22161	22161	22161
7H0J	7	22161	22161	22161
7GZW	4	22161	22161	22161
9YHH	12	22174	22174	22174
9YHI	12	22174	22174	22174
8RAK	3	22175	22175	22175
9EZ9	3	22175	22175	22175
9S1I	3	22175	22175	22175
9RZZ	15	22184	22184	22184
9TME	12	22186	22186	22186
9YHM	12	22190	22190	22190
9YHL	12	22190	22190	22190
9GJ2	6	22196	22196	22196
9YHJ	6	22207	22207	22207
9YHK	12	22207	22207	22207
9S27	3	22219	22219	22219
9MD7	1	22223	22223	22223
9MD8	3	22223	22223	22223
9S9C	1	22238	22238	22238
9QUU	2	22238	22238	22238
9IKV	2	22241	22241	22241
9IKX	2	22241	22241	22241
9N4B	1	22254	22254	22254
9N4C	6	22263	22263	22263
9C9Q	6	22280	22280	22280
9DMA	3	22280	22280	22280
9DY4	1	22280	22280	22280
9GR0	4	22285	33876	33876
9M6P	2	22288	22288	22288
9BH1	1	22295	22295	22295
9BH2	1	22295	22295	22295
9EGH	2	22295	22295	22295
9I6D	3	22298	22298	22298
8YNF	2	22318	22318	22318
9C9R	6	22329	22329	22329
9EMY	12	22336	23622	23622
9EGI	2	22343	22343	22343
9EGJ	4	22345	22345	22345
8Z74	4	22347	23702	23702
8XQJ	4	22347	25716	25716
8XQI	2	22347	22347	22347
7HCS	6	22358	22358	22358
7HD8	7	22358	22358	22358
7GZI	6	22358	22358	22358
7HCM	6	22358	22358	22358
7HC9	7	22358	22358	22358
13RQ	6	22358	22358	22358
7HPR	6	22358	22358	22358
7GZ4	6	22358	22358	22358
7HHV	7	22358	22358	22358
7GZB	6	22358	22358	22358
7GYY	6	22358	22358	22358
7HDN	6	22358	22358	22358
13RW	6	22358	22358	22358
7HDH	8	22358	22358	22358
7HPU	7	22358	22358	22358
7HPQ	6	22358	22358	22358
7HQE	7	22358	22358	22358
7GZG	7	22358	22358	22358
7IJQ	6	22358	22358	22358
7HPI	7	22358	22358	22358
7GZ5	6	22358	22358	22358
7HER	7	22358	22358	22358
7IJC	7	22358	22358	22358
7HFP	6	22358	22358	22358
7HQ8	7	22358	22358	22358
7HE5	7	22358	22358	22358
7HEE	7	22358	22358	22358
7HI1	7	22358	22358	22358
7HC4	7	22358	22358	22358
7HFW	6	22358	22358	22358
7HF1	6	22358	22358	22358
7HI7	7	22358	22358	22358
7IJP	6	22358	22358	22358
7IJN	6	22358	22358	22358
7HDJ	8	22358	22358	22358
7IJ8	6	22358	22358	22358
7HFT	6	22358	22358	22358
7HFB	6	22358	22358	22358
7GYZ	6	22358	22358	22358
7HDE	7	22358	22358	22358
7HHS	7	22358	22358	22358
7IJD	6	22358	22358	22358
7IJJ	7	22358	22358	22358
7HFJ	6	22358	22358	22358
7IJS	7	22358	22358	22358
7GZU	6	22358	22358	22358
7HC5	6	22358	22358	22358
7IJA	6	22358	22358	22358
7HCD	6	22358	22358	22358
7HF5	7	22358	22358	22358
7HCP	6	22358	22358	22358
7HED	8	22358	22358	22358
7HFX	6	22358	22358	22358
13RY	6	22358	22358	22358
7HCJ	7	22358	22358	22358
7HCV	6	22358	22358	22358
7HF8	7	22358	22358	22358
7HEM	7	22358	22358	22358
7GZH	7	22358	22358	22358
7IJM	6	22358	22358	22358
7IIX	7	22358	22358	22358
7HFC	7	22358	22358	22358
7HEB	7	22358	22358	22358
7HQ4	6	22358	22358	22358
7HPM	6	22358	22358	22358
7HFQ	7	22358	22358	22358
7GZS	6	22358	22358	22358
7HE7	7	22358	22358	22358
7HFK	6	22358	22358	22358
7HDA	7	22358	22358	22358
7HQO	6	22358	22358	22358
7HCT	6	22358	22358	22358
7HFM	6	22358	22358	22358
7HDY	8	22358	22358	22358
7HPP	6	22358	22358	22358
7HDC	8	22358	22358	22358
7GZM	8	22358	22358	22358
7HC6	6	22358	22358	22358
7HE6	7	22358	22358	22358
7HDM	7	22358	22358	22358
7HFV	7	22358	22358	22358
7HQI	7	22358	22358	22358
9D6H	6	22358	22358	22358
7IJ7	6	22358	22358	22358
7HQ6	6	22358	22358	22358
7HF3	7	22358	22358	22358
7IJK	6	22358	22358	22358
7GZ2	6	22358	22358	22358
7IJ0	6	22358	22358	22358
7HDS	7	22358	22358	22358
13RO	6	22358	22358	22358
7GZF	7	22358	22358	22358
7IJH	6	22358	22358	22358
7HCB	6	22358	22358	22358
7HPV	6	22358	22358	22358
7HF7	6	22358	22358	22358
13RN	6	22358	22358	22358
9D6I	6	22358	22358	22358
7HFS	6	22358	22358	22358
7HI3	8	22358	22358	22358
13RI	6	22358	22358	22358
7GZ8	6	22358	22358	22358
9D6B	6	22358	22358	22358
7IJ3	6	22358	22358	22358
7IJ1	7	22358	22358	22358
7IJO	6	22358	22358	22358
7GZR	7	22358	22358	22358
7HD1	6	22358	22358	22358
7HQ3	6	22358	22358	22358
7HI6	7	22358	22358	22358
7HCA	7	22358	22358	22358
7GZK	6	22358	22358	22358
7HPN	6	22358	22358	22358
7HFN	6	22358	22358	22358
7HQD	6	22358	22358	22358
7HF0	7	22358	22358	22358
7HHX	7	22358	22358	22358
7HQ1	7	22358	22358	22358
7HFI	6	22358	22358	22358
7IJR	6	22358	22358	22358
7IIW	7	22358	22358	22358
9D6G	6	22358	22358	22358
7HQB	6	22358	22358	22358
7HD5	8	22358	22358	22358
7HFE	6	22358	22358	22358
7HCY	7	22358	22358	22358
7GZ0	6	22358	22358	22358
13RL	6	22358	22358	22358
7IJ2	7	22358	22358	22358
13RK	6	22358	22358	22358
7HDQ	7	22358	22358	22358
7GZL	7	22358	22358	22358
7IJL	7	22358	22358	22358
7HCX	7	22358	22358	22358
7HQP	6	22358	22358	22358
7HFR	6	22358	22358	22358
7HCO	6	22358	22358	22358
7HEO	8	22358	22358	22358
7HD3	7	22358	22358	22358
7HQ0	6	22358	22358	22358
7HDK	7	22358	22358	22358
7GZ6	6	22358	22358	22358
13RS	6	22358	22358	22358
7GZJ	6	22358	22358	22358
7HFZ	7	22358	22358	22358
7HDB	7	22358	22358	22358
13RU	6	22358	22358	22358
7HPY	6	22358	22358	22358
7GZ3	6	22358	22358	22358
7HET	7	22358	22358	22358
7HDG	6	22358	22358	22358
7HC7	6	22358	22358	22358
7HPZ	6	22358	22358	22358
7HEG	7	22358	22358	22358
7HPK	6	22358	22358	22358
7IJI	7	22358	22358	22358
7HCC	6	22358	22358	22358
7HEJ	7	22358	22358	22358
7HE3	7	22358	22358	22358
7HCU	6	22358	22358	22358
7IIY	7	22358	22358	22358
7HC8	6	22358	22358	22358
7IJ9	6	22358	22358	22358
7HDU	7	22358	22358	22358
7HCN	6	22358	22358	22358
7GZN	7	22358	22358	22358
7HI2	7	22358	22358	22358
7HEN	6	22358	22358	22358
7HQH	6	22358	22358	22358
7GZT	6	22358	22358	22358
7HEH	7	22358	22358	22358
7IJF	6	22358	22358	22358
7HDV	7	22358	22358	22358
7IJE	6	22358	22358	22358
7HDT	7	22358	22358	22358
7HCG	6	22358	22358	22358
7HQF	7	22358	22358	22358
7GZE	7	22358	22358	22358
7HDX	7	22358	22358	22358
7HFO	6	22358	22358	22358
7HQA	7	22358	22358	22358
7HQ2	6	22358	22358	22358
7IJ4	6	22358	22358	22358
7HQJ	6	22358	22358	22358
7HI0	7	22358	22358	22358
7HEX	6	22358	22358	22358
7HEL	7	22358	22358	22358
7HEU	7	22358	22358	22358
7HCK	6	22358	22358	22358
7HD7	8	22358	22358	22358
7IJT	6	22358	22358	22358
7HDP	7	22358	22358	22358
7HPX	6	22358	22358	22358
7HE1	7	22358	22358	22358
7HDL	7	22358	22358	22358
7HDR	8	22358	22358	22358
7HQK	6	22358	22358	22358
7HEF	7	22358	22358	22358
7HEZ	7	22358	22358	22358
7HCE	6	22358	22358	22358
7HFG	6	22358	22358	22358
7GZQ	7	22358	22358	22358
7HI5	7	22358	22358	22358
7HEY	8	22358	22358	22358
7HHT	7	22358	22358	22358
7HHY	7	22358	22358	22358
7HHZ	7	22358	22358	22358
13RR	6	22358	22358	22358
7HEV	7	22358	22358	22358
7HDO	7	22358	22358	22358
7HQL	6	22358	22358	22358
7HPS	6	22358	22358	22358
7GZD	7	22358	22358	22358
7HQN	6	22358	22358	22358
7HPJ	6	22358	22358	22358
7IJG	6	22358	22358	22358
7HE9	7	22358	22358	22358
7HEI	7	22358	22358	22358
7HES	7	22358	22358	22358
7IJB	6	22358	22358	22358
7HD9	6	22358	22358	22358
7GZC	6	22358	22358	22358
7GZO	7	22358	22358	22358
7HFF	6	22358	22358	22358
7HCL	6	22358	22358	22358
7HD0	7	22358	22358	22358
7HF2	6	22358	22358	22358
7HCF	7	22358	22358	22358
7HDD	6	22358	22358	22358
7HHU	7	22358	22358	22358
7HQC	6	22358	22358	22358
13RT	6	22358	22358	22358
7HQ7	6	22358	22358	22358
7HQ5	6	22358	22358	22358
7HE8	7	22358	22358	22358
7HI4	7	22358	22358	22358
7HDF	7	22358	22358	22358
7IIZ	7	22358	22358	22358
13RP	6	22358	22358	22358
7GZA	6	22358	22358	22358
7HDI	7	22358	22358	22358
7HE2	6	22358	22358	22358
7HFL	6	22358	22358	22358
7HE4	6	22358	22358	22358
7HPW	7	22358	22358	22358
7HQG	6	22358	22358	22358
7HEQ	6	22358	22358	22358
7HEP	7	22358	22358	22358
7HDZ	7	22358	22358	22358
7IJ5	7	22358	22358	22358
7GZ7	6	22358	22358	22358
7HD4	6	22358	22358	22358
7HHW	7	22358	22358	22358
7HQM	6	22358	22358	22358
7HFD	7	22358	22358	22358
7HFU	6	22358	22358	22358
13RJ	6	22358	22358	22358
7HD6	7	22358	22358	22358
7HEK	7	22358	22358	22358
7HF9	6	22358	22358	22358
7HD2	7	22358	22358	22358
7HCW	6	22358	22358	22358
7HCH	7	22358	22358	22358
7GZ9	6	22358	22358	22358
7HCZ	7	22358	22358	22358
7HFA	6	22358	22358	22358
7HPO	6	22358	22358	22358
13RM	6	22358	22358	22358
7HEA	6	22358	22358	22358
7HCR	7	22358	22358	22358
7HEW	6	22358	22358	22358
7HFH	6	22358	22358	22358
7HEC	7	22358	22358	22358
7HF6	7	22358	22358	22358
13RV	6	22358	22358	22358
7HFY	6	22358	22358	22358
7HPL	6	22358	22358	22358
7HE0	7	22358	22358	22358
7GZ1	6	22358	22358	22358
7HF4	7	22358	22358	22358
13RX	6	22358	22358	22358
7IJ6	6	22358	22358	22358
7HQ9	6	22358	22358	22358
7HCI	6	22358	22358	22358
7HDW	7	22358	22358	22358
7HCQ	6	22358	22358	22358
7HPT	6	22358	22358	22358
9YMM	4	22360	22360	22360
9ZPG	2	22360	22360	22360
8ZB2	2	22367	22367	22367
9O5F	4	22373	22373	22373
9OAA	3	22378	22378	22378
9N4A	4	22379	22379	22379
8XOB	1	22401	22401	22401
8XOA	1	22401	22401	22401
8VC5	6	22410	22410	22410
9LFS	3	22423	22423	22423
9LFR	3	22423	22423	22423
9Z2Z	2	22425	22425	22425
9Z2Y	2	22425	22425	22425
9Z2X	1	22425	22425	22425
9Y81	6	22425	22425	22425
9EQF	3	22426	22426	22426
9EBW	4	22426	22426	22426
9EBX	1	22426	22426	22426
8ZEX	3	22454	22454	22454
8Y6T	4	22460	22460	22460
9VTV	2	22460	22460	22460
9FAA	5	22486	22486	22486
9FAC	5	22486	22486	22486
9FAB	5	22486	22486	22486
9LF6	8	22507	22507	22507
9H4A	2	22537	22537	22537
9H62	1	22538	22538	22538
9H63	1	22538	22538	22538
9ARX	1	22538	22538	22538
9AS7	1	22538	22538	22538
9FZC	2	22538	22538	22538
9AS9	1	22538	22538	22538
9QQM	1	22538	22538	22538
9AS1	1	22538	22538	22538
9H61	1	22538	22538	22538
9ARZ	1	22538	22538	22538
9AS5	1	22538	22538	22538
9AS3	1	22538	22538	22538
8ZBD	2	22541	22541	22541
9BFO	2	22543	22543	22543
9JVW	3	22546	22546	22546
9JVX	3	22546	22546	22546
9JVV	3	22546	22546	22546
9B49	4	22584	22584	22584
8YIF	1	22588	22588	22588
9D9F	3	22609	22609	22609
9D9G	3	22609	22609	22609
9D9D	6	22609	22609	22609
9D9E	6	22609	22609	22609
9B48	2	22615	22615	22615
9B47	2	22621	22621	22621
9MQH	1	22659	22659	22659
9MQJ	1	22659	22659	22659
8ZPI	2	22661	22661	22661
9BPL	6	22669	22669	22669
8Z3O	1	22675	22675	22675
8Y2H	8	22700	22700	22700
9F0R	7	22723	22723	22723
9F0S	6	22723	22723	22723
9F0P	6	22723	22723	22723
9F0Q	6	22723	22723	22723
9GNS	3	22732	22732	22732
9FZD	1	22754	22754	22754
9HRI	3	22756	22756	22756
8ZKE	1	22784	22784	22784
8ZGZ	1	22784	22784	22784
8XPU	2	22790	27380	27380
9EAW	6	22805	22805	22805
9EAT	3	22805	22805	22805
9EBZ	4	22805	22805	22805
9H2P	7	22809	22809	22809
9GHY	3	22817	22817	22817
9BBJ	1	22838	22838	22838
9DIN	1	22848	22848	22848
8RSM	3	22878	22878	22878
9CR5	6	22897	22897	22897
9G0X	2	22905	22905	22905
9G0Z	2	22905	22905	22905
9G0W	2	22905	22905	22905
9G10	2	22905	22905	22905
8ZQF	3	22922	22922	22922
9K2N	6	22942	22942	22942
9N4X	12	22966	22966	22966
8YIE	2	22985	22985	22985
9UBF	6	23004	23004	23004
9QUR	18	23039	23039	23039
8V5T	2	23042	23042	23042
